127.0.0.1 - - [16/Feb/2022:19:21:43 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:26:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:26:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:03 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:04 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:06 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/ HTTP/1.1" 200 1384
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/css/recepcao.css HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:50 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:51 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/consulta_orcamento/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:51 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_aprovarOrcamento.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:51 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:53 -0300] "GET /PI-AssistenciaTecnica/pages/recepcao/funcao/consulta_ordemServico/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:53 -0300] "GET /PI-AssistenciaTecnica/js/recepcao_consultaOS.js HTTP/1.1" 200 6497
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:53 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=2 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:54 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:57 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:27:57 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=2 HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:28:00 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:28:10 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:47 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:47 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:47 -0300] "GET /PI-AssistenciaTecnica/css/general.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/ HTTP/1.1" 200 1454
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/css/general.css HTTP/1.1" 200 827
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:48 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/geral/cabecalho.html HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:51 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_ordemServico/ HTTP/1.1" 200 1615
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:51 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOS.js HTTP/1.1" 200 6390
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:51 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:52 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:55 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:29:56 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=4 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/ HTTP/1.1" 200 1454
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/css/manutencao.css HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/css/general.css HTTP/1.1" 200 827
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:04 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:06 -0300] "GET /PI-AssistenciaTecnica/pages/manutencao/funcoes/consulta_ordemServico/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:06 -0300] "GET /PI-AssistenciaTecnica/js/manutencao_consultaOS.js HTTP/1.1" 200 6390
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:06 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentos HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [16/Feb/2022:19:30:07 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentoId?idorcamento=1 HTTP/1.1" 200 497
